Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score
S17602,17,Female,Mansoura,Computer Science,19,71.67,3.72,73.83,Medium,49.67
S17603,19,Male,Aswan,Math,18,63.64,13.4,82.21,Medium,45.14
S17604,16,Female,Mansoura,Science,16,76.54,10.45,86.39,Medium,49.11
S17605,17,Male,Cairo,English,15,89.5,12.63,96.55,Medium,54.02
S17606,16,Female,Mansoura,Computer Science,18,64.27,12.95,92.28,Medium,45.42
S17607,18,Male,Cairo,English,19,76.5,7.91,88.59,Medium,51.84
S17608,22,Female,Cairo,Math,14,60.62,6.63,69.62,Low,40.11
S17609,22,Female,Cairo,English,23,75.89,7.01,78.08,Medium,55.23
S17610,15,Male,Alexandria,English,21,90.86,5.71,72.39,Medium,60.14
S17611,20,Female,Mansoura,Science,13,61.31,6.02,80.49,Low,39.51
S17612,22,Male,Mansoura,Science,13,71.76,13.4,93.26,Low,44.21
S17613,21,Male,Giza,Arabic,20,71.59,4.51,83.54,Medium,50.55
S17614,15,Female,Alexandria,Computer Science,15,70.94,7.98,85.26,Medium,45.67
S17615,18,Female,Cairo,Math,14,90.07,7.48,80.85,Medium,53.36
S17616,21,Male,Aswan,Computer Science,10,59.82,11.74,72.21,Low,36.09
S17617,22,Female,Giza,Science,15,52.97,10.25,76.45,Low,37.59
S17618,17,Male,Cairo,Arabic,24,79.86,5.9,95.26,Medium,57.94
S17619,17,Male,Aswan,English,12,95.57,3.11,72.98,Medium,54.01
S17620,16,Male,Cairo,Science,15,60.62,10.22,84.75,Low,41.03
S17621,22,Male,Cairo,Math,25,47.81,11.23,86.09,Low,44.43
S17622,16,Male,Aswan,Math,22,69.09,11.92,82.55,Medium,51.26
S17623,17,Female,Cairo,Computer Science,22,68.48,11.32,86.1,Medium,50.98
S17624,16,Male,Cairo,Arabic,16,81.93,8.6,63.93,Medium,51.54
S17625,22,Female,Alexandria,Science,15,100.0,10.91,99.81,Medium,58.75
S17626,15,Male,Giza,English,19,87.85,4.47,76.86,Medium,56.95
S17627,19,Female,Mansoura,Arabic,19,75.53,10.9,82.56,Medium,51.41
S17628,16,Male,Mansoura,Arabic,19,56.29,9.5,75.0,Low,42.75
S17629,18,Male,Alexandria,Computer Science,19,61.29,9.39,83.59,Medium,45.0
S17630,19,Male,Cairo,Arabic,19,47.24,7.32,64.56,Low,38.67
S17631,20,Female,Giza,English,22,74.81,9.13,71.15,Medium,53.83
S17632,19,Female,Aswan,English,21,57.41,11.48,80.83,Medium,45.08
S17633,18,Male,Cairo,English,16,78.67,3.24,73.74,Medium,50.07
S17634,17,Male,Cairo,Math,15,80.93,13.27,99.33,Medium,50.17
S17635,21,Male,Cairo,Computer Science,21,69.31,7.17,83.44,Medium,50.44
S17636,20,Male,Mansoura,Science,24,62.83,14.0,100.0,Medium,50.27
S17637,20,Female,Mansoura,Computer Science,20,67.02,5.66,70.93,Medium,48.49
S17638,21,Male,Giza,Computer Science,20,59.77,8.94,77.99,Medium,45.23
S17639,16,Male,Cairo,Science,22,53.35,11.14,97.44,Low,44.17
S17640,22,Male,Mansoura,Computer Science,19,93.27,11.36,95.19,Medium,59.39
S17641,22,Female,Cairo,Math,16,63.13,14.89,100.0,Low,43.08
S17642,18,Female,Giza,Science,21,57.72,6.15,88.15,Medium,45.22
S17643,16,Female,Giza,Computer Science,14,70.29,13.5,90.93,Low,44.46
S17644,17,Female,Giza,Computer Science,18,87.67,3.68,75.17,Medium,55.95
S17645,18,Male,Cairo,Arabic,17,60.28,11.28,91.89,Low,42.71
S17646,22,Male,Mansoura,Math,17,22.59,9.81,54.98,Low,25.75
S17647,17,Male,Cairo,Computer Science,13,59.46,9.53,77.99,Low,38.67
S17648,22,Male,Giza,Science,14,74.58,12.93,88.71,Medium,46.39
S17649,16,Male,Assiut,Science,14,60.53,5.72,72.25,Low,40.07
S17650,22,Male,Mansoura,Math,12,82.19,7.69,74.96,Medium,47.99
S17651,22,Male,Alexandria,Science,19,76.43,5.43,79.01,Medium,51.81
S17652,19,Male,Giza,Science,25,33.42,11.68,84.9,Low,37.96
S17653,15,Female,Cairo,English,15,55.68,10.57,76.99,Low,38.81
S17654,19,Male,Alexandria,Math,17,95.52,7.77,80.24,Medium,58.57
S17655,22,Male,Alexandria,English,19,60.09,5.04,73.15,Low,44.46
S17656,22,Male,Giza,Computer Science,18,47.25,10.26,91.55,Low,37.76
S17657,18,Male,Assiut,Science,26,67.28,8.72,91.71,Medium,54.11
S17658,18,Female,Mansoura,Arabic,24,89.28,10.48,80.74,Medium,62.18
S17659,18,Male,Cairo,Math,15,66.78,7.56,71.31,Low,43.8
S17660,16,Male,Mansoura,Arabic,13,52.43,8.54,64.14,Low,35.51
S17661,20,Female,Alexandria,English,14,96.2,9.73,85.06,Medium,56.12
S17662,22,Female,Giza,Science,18,66.65,8.38,85.19,Medium,46.49
S17663,17,Male,Assiut,Math,18,64.71,3.34,86.25,Medium,45.62
S17664,21,Male,Assiut,Arabic,18,39.95,9.26,81.98,Low,34.48
S17665,15,Male,Mansoura,Arabic,16,66.46,3.36,75.82,Low,44.57
S17666,15,Female,Giza,Math,13,42.54,4.82,48.43,Low,31.06
S17667,22,Male,Alexandria,Science,18,65.39,6.45,69.43,Medium,45.93
S17668,15,Male,Alexandria,English,22,91.35,9.01,85.38,Medium,61.27
S17669,18,Male,Giza,Science,24,44.51,15.4,88.94,Low,42.03
S17670,22,Female,Cairo,Computer Science,15,53.19,8.01,78.77,Low,37.69
S17671,17,Female,Aswan,English,24,100.0,11.68,100.0,Medium,67.0
S17672,17,Female,Cairo,English,17,70.69,11.9,82.99,Medium,47.39
S17673,15,Male,Assiut,Computer Science,12,46.34,5.39,61.93,Low,31.85
S17674,20,Male,Giza,Math,20,76.36,1.0,65.69,Medium,52.7
S17675,17,Female,Mansoura,Computer Science,24,60.42,9.0,88.24,Medium,49.19
S17676,15,Male,Alexandria,Science,21,60.47,9.04,86.26,Medium,46.46
S17677,18,Male,Cairo,Science,14,33.96,13.31,67.31,Low,28.12
S17678,16,Female,Cairo,Math,22,74.82,8.16,67.45,Medium,53.84
S17679,21,Male,Giza,Math,20,70.2,10.04,95.73,Medium,49.92
S17680,20,Male,Alexandria,Arabic,18,78.98,11.83,94.36,Medium,52.04
S17681,22,Female,Assiut,Arabic,15,64.65,11.21,76.53,Low,42.84
S17682,22,Female,Mansoura,Arabic,19,52.8,10.53,76.77,Low,41.18
S17683,21,Female,Giza,Arabic,17,38.94,12.25,92.31,Low,33.11
S17684,19,Female,Mansoura,Science,20,99.36,8.32,100.0,Medium,63.05
S17685,16,Female,Cairo,Science,13,46.08,10.65,72.17,Low,32.65
S17686,15,Female,Mansoura,Computer Science,25,35.82,8.38,70.01,Low,39.04
S17687,15,Male,Cairo,English,14,100.0,8.92,96.89,Medium,57.83
S17688,16,Male,Mansoura,Arabic,21,54.6,10.56,68.89,Low,43.82
S17689,22,Female,Giza,Math,15,74.08,11.49,75.76,Medium,47.09
S17690,16,Male,Assiut,Science,18,26.48,9.43,60.76,Low,28.42
S17691,15,Female,Alexandria,Science,32,86.58,5.24,89.64,Medium,68.29
S17692,22,Male,Alexandria,Computer Science,15,66.89,9.03,82.48,Low,43.85
S17693,18,Male,Aswan,Computer Science,12,70.3,10.6,65.93,Low,42.64
S17694,18,Male,Alexandria,Science,19,74.35,8.84,74.81,Medium,50.87
S17695,17,Female,Cairo,Arabic,17,62.87,8.34,75.58,Low,43.87
S17696,22,Male,Giza,Math,16,59.63,13.27,99.29,Low,41.5
S17697,17,Male,Cairo,Math,18,54.93,8.15,79.0,Low,41.22
S17698,21,Male,Giza,English,22,90.31,6.64,85.1,Medium,60.81
S17699,22,Female,Giza,Arabic,22,100.0,8.16,97.36,Medium,65.17
S17700,18,Male,Assiut,Science,18,28.22,11.19,54.85,Low,29.2
S17701,20,Female,Aswan,English,15,74.44,10.47,79.02,Medium,47.25
S17702,15,Female,Giza,Arabic,20,87.98,5.11,89.36,Medium,57.92
S17703,21,Female,Mansoura,Math,27,82.81,12.8,88.49,Medium,62.01
S17704,22,Female,Mansoura,Arabic,19,66.66,8.9,91.57,Medium,47.41
S17705,16,Female,Assiut,Computer Science,14,52.54,9.87,65.11,Low,36.48
S17706,15,Female,Assiut,Math,16,91.96,11.18,87.49,Medium,56.05
S17707,15,Male,Mansoura,English,12,15.33,12.98,70.45,Low,17.9
S17708,21,Male,Giza,Math,16,68.56,11.4,80.45,Medium,45.52
S17709,16,Female,Aswan,Math,13,64.73,7.49,66.43,Low,41.05
S17710,18,Male,Giza,Science,20,95.81,6.39,89.54,Medium,61.45
S17711,17,Male,Cairo,Arabic,24,58.49,6.21,90.83,Medium,48.32
S17712,17,Female,Mansoura,English,17,85.32,7.89,92.85,Medium,53.98
S17713,16,Female,Giza,Science,16,94.13,8.42,88.91,Medium,57.03
S17714,18,Male,Cairo,Science,24,65.22,7.7,80.79,Medium,51.35
S17715,22,Female,Cairo,Arabic,13,88.84,8.44,85.98,Medium,51.89
S17716,17,Male,Giza,Computer Science,21,66.56,9.76,81.7,Medium,49.2
S17717,21,Male,Cairo,Arabic,18,60.63,2.6,56.26,Low,43.78
S17718,20,Female,Cairo,English,14,68.89,5.1,64.76,Low,43.83
S17719,21,Female,Cairo,Computer Science,23,92.3,11.1,100.0,Medium,62.62
S17720,19,Female,Assiut,Math,14,42.05,10.69,66.49,Low,31.76
S17721,17,Male,Cairo,Computer Science,17,87.93,9.75,93.12,Medium,55.15
S17722,17,Female,Mansoura,Computer Science,13,72.16,11.69,100.0,Low,44.39
S17723,17,Male,Mansoura,Arabic,20,60.21,6.53,88.0,Medium,45.43
S17724,19,Female,Assiut,Science,17,44.49,6.32,72.47,Low,35.6
S17725,18,Male,Cairo,English,23,50.76,6.65,74.21,Low,43.93
S17726,18,Male,Alexandria,Computer Science,14,61.36,6.96,76.55,Low,40.45
S17727,17,Female,Cairo,Computer Science,21,82.3,10.86,100.0,Medium,56.28
S17728,22,Male,Aswan,Arabic,25,77.06,11.24,95.3,Medium,57.59
S17729,20,Female,Cairo,Science,11,75.18,10.54,86.64,Low,43.91
S17730,22,Female,Cairo,Math,7,68.73,8.49,71.6,Low,37.35
S17731,22,Male,Cairo,Arabic,19,64.06,8.91,100.0,Medium,46.24
S17732,19,Female,Aswan,English,12,16.67,5.82,39.19,Low,18.5
S17733,15,Female,Cairo,Math,12,74.54,7.32,78.01,Low,44.54
S17734,22,Female,Cairo,Arabic,22,59.38,4.08,92.59,Medium,46.89
S17735,18,Male,Cairo,Arabic,12,62.22,12.82,83.72,Low,39.0
S17736,18,Female,Aswan,Math,21,59.42,7.46,85.68,Medium,45.99
S17737,18,Female,Giza,Arabic,19,96.91,9.44,84.3,Medium,61.03
S17738,15,Female,Aswan,Computer Science,17,84.74,12.56,76.95,Medium,53.72
S17739,20,Female,Aswan,Math,23,91.64,13.41,86.16,Medium,62.32
S17740,15,Male,Assiut,Science,27,46.79,8.97,70.82,Medium,45.81
S17741,20,Male,Cairo,Math,16,97.32,9.98,92.32,Medium,58.46
S17742,21,Male,Aswan,English,19,85.94,4.35,96.24,Medium,56.09
S17743,18,Female,Alexandria,Arabic,18,49.04,8.95,76.25,Low,38.57
S17744,18,Male,Alexandria,Computer Science,15,76.92,15.43,100.0,Medium,48.36
S17745,20,Female,Assiut,English,12,46.63,6.76,41.53,Low,31.98
S17746,21,Female,Assiut,Arabic,19,46.48,12.57,88.49,Low,38.33
S17747,15,Female,Aswan,Arabic,16,66.76,9.16,85.97,Low,44.71
S17748,18,Male,Aswan,Arabic,23,48.17,9.76,68.61,Low,42.76
S17749,17,Female,Giza,Science,23,63.02,14.32,100.0,Medium,49.44
S17750,15,Female,Cairo,Arabic,16,71.88,2.1,67.45,Medium,47.01
S17751,15,Male,Aswan,Math,16,74.41,11.13,76.71,Medium,48.15
S17752,19,Female,Cairo,Arabic,21,87.03,10.7,83.89,Medium,58.41
S17753,21,Male,Alexandria,Science,15,61.48,9.28,68.24,Low,41.42
S17754,19,Male,Cairo,Math,22,81.63,8.82,79.09,Medium,56.9
S17755,16,Female,Giza,Math,19,45.93,9.2,69.84,Low,38.09
S17756,18,Male,Alexandria,Computer Science,18,74.57,15.4,96.4,Medium,50.06
S17757,22,Male,Assiut,Science,29,82.68,5.05,91.49,Medium,63.79
S17758,21,Female,Aswan,Computer Science,20,71.94,8.0,87.68,Medium,50.71
S17759,15,Female,Aswan,Science,26,57.37,12.75,77.39,Medium,49.65
S17760,20,Female,Alexandria,Math,24,54.19,9.21,83.63,Medium,46.39
S17761,19,Female,Giza,Science,14,45.0,12.56,77.0,Low,33.08
S17762,17,Male,Alexandria,Science,15,55.81,11.01,87.73,Low,38.86
S17763,17,Female,Giza,English,21,66.28,4.13,77.53,Medium,49.08
S17764,20,Male,Alexandria,Science,18,60.91,11.48,87.65,Low,43.91
S17765,22,Male,Aswan,Science,18,54.54,9.82,82.48,Low,41.04
S17766,17,Male,Alexandria,Computer Science,20,90.13,10.6,79.56,Medium,58.89
S17767,22,Female,Cairo,Science,14,67.38,7.59,79.89,Low,43.15
S17768,21,Female,Assiut,English,16,46.27,8.26,65.07,Low,35.49
S17769,15,Female,Giza,Science,20,58.8,8.45,81.61,Low,44.79
S17770,17,Female,Cairo,Arabic,17,100.0,7.78,75.16,Medium,60.58
S17771,18,Male,Mansoura,Arabic,21,73.73,9.35,100.0,Medium,52.43
S17772,20,Female,Cairo,Math,19,85.48,11.3,90.86,Medium,55.88
S17773,16,Male,Alexandria,Arabic,25,70.92,7.6,95.47,Medium,54.83
S17774,18,Female,Mansoura,English,22,93.61,9.39,77.46,Medium,62.29
S17775,15,Female,Giza,Arabic,19,65.3,10.79,86.3,Medium,46.8
S17776,15,Male,Alexandria,Math,16,64.17,8.78,85.11,Low,43.54
S17777,18,Male,Alexandria,Computer Science,16,77.06,9.89,89.61,Medium,49.34
S17778,20,Male,Assiut,Arabic,16,54.4,9.01,81.26,Low,39.15
S17779,18,Male,Aswan,Science,16,87.92,6.55,85.46,Medium,54.23
S17780,18,Female,Aswan,Science,24,56.48,8.52,70.58,Medium,47.42
S17781,18,Female,Cairo,Arabic,21,78.58,9.09,96.51,Medium,54.61
S17782,20,Male,Alexandria,Science,18,76.8,1.55,72.56,Medium,51.06
S17783,20,Female,Cairo,Arabic,8,47.14,2.56,53.19,Low,28.55
S17784,19,Male,Cairo,Science,10,74.45,7.47,66.89,Low,42.67
S17785,15,Male,Giza,English,12,72.73,5.31,66.14,Low,43.73
S17786,15,Male,Giza,Math,18,54.56,6.82,73.59,Low,41.05
S17787,17,Female,Alexandria,Arabic,10,39.25,5.14,48.61,Low,26.83
S17788,16,Female,Assiut,Science,14,90.65,9.62,73.95,Medium,53.63
S17789,19,Female,Giza,Computer Science,13,100.0,12.8,98.59,Medium,56.92
S17790,20,Female,Mansoura,Science,17,52.52,12.71,84.97,Low,39.22
S17791,17,Male,Mansoura,Math,21,81.53,2.93,69.07,Medium,55.94
S17792,18,Female,Assiut,Math,15,74.96,9.41,88.4,Medium,47.48
S17793,16,Male,Giza,Math,15,71.85,10.38,87.11,Medium,46.08
S17794,18,Female,Cairo,English,19,57.4,6.8,92.59,Low,43.25
S17795,18,Male,Cairo,Math,17,54.01,9.74,73.01,Low,39.89
S17796,15,Female,Giza,Math,18,66.83,8.52,92.84,Medium,46.57
S17797,20,Male,Aswan,Arabic,13,40.36,13.67,59.95,Low,30.08
S17798,17,Female,Giza,English,12,52.86,7.46,92.45,Low,34.79
S17799,20,Male,Giza,Math,18,56.34,6.77,72.14,Low,41.85
S17800,20,Female,Alexandria,Math,18,75.86,14.0,78.95,Medium,50.64
S17801,16,Female,Assiut,English,16,37.64,8.15,48.66,Low,31.6
S17802,22,Female,Aswan,Science,20,70.69,10.1,83.66,Medium,50.14
S17803,15,Female,Cairo,Science,19,55.14,7.58,80.56,Low,42.23
S17804,19,Male,Mansoura,Computer Science,15,97.2,7.9,86.94,Medium,57.49
S17805,21,Female,Alexandria,English,11,89.81,11.32,87.52,Medium,50.5
S17806,19,Male,Giza,Arabic,17,88.23,8.59,92.84,Medium,55.29
S17807,19,Male,Alexandria,Computer Science,21,54.98,13.97,80.13,Low,43.99
S17808,18,Female,Alexandria,Science,23,72.88,7.72,73.23,Medium,53.88
S17809,15,Female,Cairo,Arabic,27,60.51,9.37,82.75,Medium,51.98
S17810,20,Male,Cairo,English,19,61.84,4.24,77.27,Medium,45.24
S17811,22,Male,Assiut,Computer Science,16,57.78,11.12,74.15,Low,40.67
S17812,21,Female,Mansoura,English,13,85.41,8.83,93.63,Medium,50.35
S17813,15,Male,Assiut,Math,19,43.25,12.89,75.54,Low,36.88
S17814,16,Female,Giza,Science,19,49.25,8.25,78.86,Low,39.58
S17815,21,Female,Alexandria,Science,12,59.44,6.44,49.01,Low,37.75
S17816,20,Male,Aswan,Science,23,70.46,9.15,76.82,Medium,52.79
S17817,17,Male,Aswan,Science,15,96.68,3.49,79.34,Medium,57.26
S17818,16,Female,Cairo,Computer Science,18,74.69,6.49,80.75,Medium,50.11
S17819,18,Male,Cairo,Arabic,17,83.6,12.42,79.55,Medium,53.2
S17820,15,Female,Assiut,Science,24,62.37,11.33,91.08,Medium,50.07
S17821,15,Male,Cairo,English,9,98.29,9.27,78.99,Medium,52.48
S17822,15,Female,Mansoura,English,16,47.94,5.67,64.11,Low,36.24
S17823,21,Female,Giza,Math,20,55.94,12.5,86.21,Low,43.51
S17824,15,Male,Cairo,Science,23,74.14,4.64,83.51,Medium,54.45
S17825,19,Female,Mansoura,Computer Science,20,54.57,12.89,76.62,Low,42.89
S17826,17,Male,Cairo,Computer Science,17,87.48,5.6,84.95,Medium,54.95
S17827,21,Male,Cairo,Computer Science,20,54.31,8.68,83.1,Low,42.77
S17828,16,Female,Mansoura,Arabic,21,65.26,3.39,63.63,Medium,48.62
S17829,22,Male,Cairo,English,17,62.19,13.95,95.52,Low,43.57
S17830,15,Female,Giza,Math,20,83.77,8.08,94.02,Medium,56.03
S17831,21,Male,Giza,Science,18,75.42,9.34,78.87,Medium,50.44
S17832,16,Female,Cairo,English,20,37.52,8.76,69.79,Low,35.22
S17833,15,Male,Cairo,Science,11,76.63,11.97,97.52,Low,44.57
S17834,15,Male,Cairo,Math,18,60.34,10.4,80.28,Low,43.65
S17835,21,Male,Giza,Science,15,65.2,16.04,100.0,Low,43.09
S17836,17,Female,Aswan,Math,19,70.14,11.71,100.0,Medium,48.98
S17837,18,Female,Assiut,Arabic,24,66.04,7.24,77.7,Medium,51.72
S17838,21,Male,Assiut,Science,21,55.45,11.38,84.59,Low,44.2
S17839,17,Male,Assiut,English,16,64.44,2.45,72.6,Low,43.66
S17840,19,Male,Mansoura,Math,20,49.5,16.69,95.76,Low,40.61
S17841,17,Female,Alexandria,English,14,47.83,13.27,67.43,Low,34.36
S17842,15,Female,Aswan,Arabic,20,70.85,11.14,79.09,Medium,50.22
S17843,22,Male,Alexandria,Science,10,54.13,8.07,63.65,Low,33.53
S17844,17,Male,Assiut,Computer Science,11,96.2,9.09,86.55,Medium,53.37
S17845,21,Female,Cairo,Science,14,33.48,13.81,82.92,Low,27.9
S17846,18,Female,Mansoura,Computer Science,22,43.93,10.44,82.49,Low,39.94
S17847,21,Female,Giza,Arabic,14,53.4,9.78,79.43,Low,36.86
S17848,16,Female,Mansoura,Math,21,87.33,9.87,89.11,Medium,58.55
S17849,19,Male,Mansoura,Math,19,53.98,5.49,68.8,Low,41.71
S17850,17,Female,Cairo,Arabic,14,74.1,14.97,79.64,Medium,46.18
S17851,22,Male,Giza,English,15,85.5,14.06,95.87,Medium,52.22
S17852,17,Female,Aswan,Science,18,65.25,11.59,81.82,Medium,45.86
S17853,21,Female,Cairo,English,24,71.14,10.71,93.88,Medium,54.01
S17854,18,Male,Mansoura,Science,20,99.36,4.64,100.0,Medium,63.05
S17855,18,Male,Giza,English,22,78.72,16.14,100.0,Medium,55.59
S17856,20,Male,Alexandria,Arabic,21,64.73,4.77,71.49,Medium,48.38
S17857,20,Male,Aswan,Science,12,96.51,7.6,71.85,Medium,54.43
S17858,18,Female,Assiut,Computer Science,20,82.81,7.25,89.2,Medium,55.6
S17859,15,Male,Alexandria,Arabic,23,68.38,10.72,89.53,Medium,51.85
S17860,15,Female,Assiut,Computer Science,18,31.12,11.65,84.24,Low,30.5
S17861,19,Male,Cairo,Science,20,72.01,8.21,93.99,Medium,50.74
S17862,15,Male,Cairo,Arabic,24,52.32,6.0,87.96,Medium,45.54
S17863,19,Male,Assiut,English,18,69.04,4.81,63.64,Medium,47.57
S17864,22,Female,Mansoura,Science,13,74.87,13.05,96.5,Medium,45.61
S17865,21,Female,Assiut,Computer Science,28,62.4,10.09,85.25,Medium,53.75
S17866,20,Female,Alexandria,Science,14,26.5,10.77,76.42,Low,24.76
S17867,17,Male,Cairo,English,20,41.16,9.89,87.49,Low,36.86
S17868,20,Male,Cairo,Science,17,85.12,11.58,100.0,Medium,53.89
S17869,16,Male,Giza,Math,11,15.09,3.24,41.66,Low,16.87
S17870,22,Male,Aswan,Math,22,69.77,12.63,77.29,Medium,51.56
S17871,15,Female,Alexandria,Computer Science,21,56.85,2.1,61.29,Low,44.83
S17872,19,Male,Mansoura,Arabic,16,64.79,2.41,63.37,Low,43.82
S17873,18,Male,Cairo,Science,17,73.55,9.96,81.05,Medium,48.68
S17874,15,Female,Alexandria,Science,14,70.24,14.35,99.23,Low,44.44
S17875,16,Male,Cairo,Math,18,78.3,10.77,97.68,Medium,51.74
S17876,20,Female,Aswan,Math,20,89.12,12.4,86.24,Medium,58.44
S17877,19,Male,Cairo,Math,18,74.73,12.33,88.43,Medium,50.13
S17878,16,Female,Cairo,Computer Science,15,31.73,7.85,84.57,Low,28.03
S17879,16,Female,Cairo,Computer Science,15,55.85,5.16,68.5,Low,38.88
S17880,20,Male,Cairo,Arabic,17,100.0,10.53,97.15,Medium,60.58
S17881,20,Male,Giza,Math,19,54.76,10.25,67.26,Low,42.06
S17882,18,Female,Aswan,Computer Science,14,93.07,10.6,87.67,Medium,54.71
S17883,15,Female,Aswan,English,15,63.05,7.88,76.31,Low,42.12
S17884,15,Female,Alexandria,Science,17,50.1,9.97,75.6,Low,38.13
S17885,16,Female,Mansoura,Math,13,76.88,7.93,82.02,Medium,46.51
S17886,15,Female,Giza,Math,13,96.46,6.71,75.44,Medium,55.32
S17887,19,Female,Aswan,English,23,84.67,9.2,88.83,Medium,59.18
S17888,18,Male,Cairo,Computer Science,20,64.64,6.98,88.06,Medium,47.42
S17889,16,Male,Giza,Math,22,52.64,10.6,79.15,Low,43.85
S17890,19,Male,Cairo,Computer Science,15,74.88,7.88,89.8,Medium,47.45
S17891,20,Female,Aswan,Math,23,59.77,6.92,71.72,Medium,47.98
S17892,16,Male,Giza,Math,18,52.78,11.39,93.62,Low,40.25
S17893,20,Male,Cairo,Math,9,74.75,2.82,64.9,Low,41.89
S17894,15,Female,Cairo,Arabic,12,73.11,6.22,62.07,Low,43.9
S17895,19,Male,Alexandria,Science,17,70.21,9.57,89.21,Medium,47.18
S17896,18,Male,Alexandria,English,19,36.37,6.71,73.87,Low,33.78
S17897,15,Female,Assiut,Math,18,76.27,8.91,87.51,Medium,50.82
S17898,21,Female,Mansoura,English,21,70.25,4.69,75.89,Medium,50.86
S17899,16,Female,Assiut,Computer Science,15,65.05,13.47,88.63,Low,43.02
S17900,21,Female,Alexandria,Science,16,43.5,7.56,69.51,Low,34.24
S17901,17,Female,Alexandria,English,22,52.29,8.21,72.11,Low,43.7
S17902,20,Female,Aswan,Science,23,71.84,4.72,65.6,Medium,53.41
S17903,20,Female,Alexandria,English,18,51.19,9.51,83.0,Low,39.54
S17904,18,Male,Giza,English,17,55.82,10.06,73.32,Low,40.7
S17905,20,Female,Assiut,Math,18,68.3,6.48,75.53,Medium,47.24
S17906,18,Female,Assiut,English,18,62.84,10.98,76.64,Low,44.78
S17907,19,Female,Aswan,Science,17,83.86,5.29,86.14,Medium,53.32
S17908,16,Male,Giza,Math,16,81.77,6.75,73.19,Medium,51.46
S17909,18,Male,Alexandria,Math,18,73.92,6.7,82.35,Medium,49.76
S17910,16,Female,Assiut,Math,22,57.18,8.27,71.82,Medium,45.9
S17911,18,Male,Assiut,Science,9,44.62,9.46,74.77,Low,28.33
S17912,15,Female,Cairo,Arabic,18,70.09,15.09,86.86,Medium,48.04
S17913,18,Female,Aswan,Computer Science,18,81.85,12.82,100.0,Medium,53.33
S17914,21,Male,Cairo,Arabic,15,78.39,5.24,71.43,Medium,49.03
S17915,17,Male,Cairo,English,20,63.09,10.79,89.14,Medium,46.72
S17916,18,Male,Assiut,Math,19,87.44,6.53,77.17,Medium,56.76
S17917,21,Male,Cairo,English,19,68.6,12.52,78.41,Medium,48.29
S17918,15,Female,Cairo,Science,19,67.55,6.56,53.02,Medium,47.81
S17919,20,Male,Aswan,Computer Science,18,37.98,8.86,67.75,Low,33.59
S17920,19,Male,Assiut,Computer Science,10,84.65,8.46,63.25,Medium,47.26
S17921,17,Female,Aswan,Arabic,19,71.63,13.07,74.36,Medium,49.65
S17922,17,Female,Cairo,Computer Science,28,76.78,5.47,100.0,Medium,60.22
S17923,19,Male,Cairo,Computer Science,15,94.99,7.79,89.26,Medium,56.5
S17924,18,Female,Giza,Science,22,51.76,9.33,66.72,Low,43.46
S17925,18,Female,Cairo,Math,17,70.75,9.65,88.47,Medium,47.42
S17926,20,Male,Alexandria,Science,17,58.38,6.21,79.22,Low,41.85
S17927,18,Female,Aswan,English,19,68.43,9.01,76.4,Medium,48.21
S17928,21,Male,Giza,Arabic,19,78.56,4.84,80.54,Medium,52.77
S17929,17,Male,Mansoura,Computer Science,12,100.0,3.69,81.24,Medium,56.0
S17930,20,Female,Assiut,Math,19,48.78,8.2,83.0,Low,39.37
S17931,19,Female,Cairo,Math,16,70.8,2.45,70.45,Medium,46.53
S17932,22,Female,Cairo,Arabic,21,59.65,9.07,77.87,Medium,46.09
S17933,18,Male,Assiut,Arabic,22,74.03,10.68,70.19,Medium,53.48
S17934,16,Male,Cairo,Science,21,70.58,11.08,93.25,Medium,51.01
S17935,18,Female,Alexandria,Science,16,60.93,6.5,73.3,Low,42.09
S17936,20,Female,Assiut,Math,19,74.62,7.06,67.45,Medium,51.0
S17937,18,Male,Giza,Arabic,14,55.59,4.99,81.0,Low,37.85
S17938,22,Male,Giza,Computer Science,19,78.89,10.96,81.23,Medium,52.92
S17939,16,Male,Assiut,Computer Science,17,82.44,8.53,70.09,Medium,52.68
S17940,17,Male,Giza,Arabic,17,72.48,13.77,90.15,Medium,48.2
S17941,22,Female,Alexandria,Math,17,91.12,4.74,87.51,Medium,56.59
S17942,21,Male,Cairo,Arabic,15,100.0,7.77,100.0,Medium,58.75
S17943,15,Male,Mansoura,Arabic,18,78.13,12.34,97.03,Medium,51.66
S17944,22,Female,Alexandria,Computer Science,18,65.8,14.05,91.56,Medium,46.11
S17945,18,Male,Aswan,Computer Science,14,52.22,11.17,84.41,Low,36.33
S17946,20,Male,Mansoura,Computer Science,16,77.27,3.75,80.24,Medium,49.44
S17947,15,Male,Alexandria,Science,20,78.33,9.84,84.64,Medium,53.58
S17948,16,Female,Assiut,Science,14,60.06,6.2,82.04,Low,39.86
S17949,20,Female,Giza,Computer Science,22,78.98,10.67,84.5,Medium,55.71
S17950,17,Female,Alexandria,Science,20,78.68,8.5,78.88,Medium,53.74
S17951,15,Male,Assiut,Computer Science,22,76.15,13.72,98.64,Medium,54.43
S17952,20,Female,Alexandria,Arabic,20,68.05,15.61,83.9,Medium,48.96
S17953,16,Female,Aswan,English,14,70.77,13.76,76.71,Low,44.68
