Student_ID,Age,Gender,Region,Subject,App_Login_Count,Video_Completion_Rate,Study_Hours_Per_Week,Percentage,Engagement_Level,Engagement_Score,Risk_Reason
S17529,18,Male,Assiut,Arabic,17,42.99,9.62,77.37,Low,34.93,Low engagement and below-average academic performance
S17531,22,Male,Cairo,English,16,60.96,7.79,77.15,Low,42.1,Low engagement and below-average academic performance
S17537,17,Female,Aswan,Math,13,63.96,8.76,55.76,Low,40.7,Low engagement and below-average academic performance
S17538,20,Male,Cairo,Computer Science,18,61.14,8.61,79.05,Low,44.01,Low engagement and below-average academic performance
S17540,18,Female,Alexandria,English,18,51.32,7.57,71.82,Low,39.59,Low engagement and below-average academic performance
S17543,22,Female,Cairo,Science,17,49.12,14.01,70.29,Low,37.69,Low engagement and below-average academic performance
S17549,17,Female,Mansoura,English,22,53.51,9.27,74.64,Low,44.25,Low engagement and below-average academic performance
S17562,18,Male,Giza,Math,8,26.35,5.34,50.3,Low,19.19,Low engagement and below-average academic performance
S17566,20,Male,Aswan,Math,12,51.29,8.02,46.08,Low,34.08,Low engagement and below-average academic performance
S17573,19,Female,Assiut,English,9,73.69,5.92,67.02,Low,41.41,Low engagement and below-average academic performance
S17574,15,Male,Mansoura,Arabic,20,51.44,10.26,76.42,Low,41.48,Low engagement and below-average academic performance
S17581,19,Male,Mansoura,Science,20,47.09,7.16,77.77,Low,39.52,Low engagement and below-average academic performance
S17587,22,Male,Cairo,Math,13,61.24,5.04,71.07,Low,39.47,Low engagement and below-average academic performance
S17595,19,Male,Giza,English,12,74.16,6.88,66.94,Low,44.37,Low engagement and below-average academic performance
S17596,17,Male,Giza,Arabic,16,49.62,10.86,77.53,Low,37.0,Low engagement and below-average academic performance
S17600,22,Female,Assiut,Math,11,26.58,5.65,41.32,Low,22.04,Low engagement and below-average academic performance
S17608,22,Female,Cairo,Math,14,60.62,6.63,69.62,Low,40.11,Low engagement and below-average academic performance
S17611,20,Female,Mansoura,Science,13,61.31,6.02,80.49,Low,39.51,Low engagement and below-average academic performance
S17616,21,Male,Aswan,Computer Science,10,59.82,11.74,72.21,Low,36.09,Low engagement and below-average academic performance
S17617,22,Female,Giza,Science,15,52.97,10.25,76.45,Low,37.59,Low engagement and below-average academic performance
S17628,16,Male,Mansoura,Arabic,19,56.29,9.5,75.0,Low,42.75,Low engagement and below-average academic performance
S17630,19,Male,Cairo,Arabic,19,47.24,7.32,64.56,Low,38.67,Low engagement and below-average academic performance
S17646,22,Male,Mansoura,Math,17,22.59,9.81,54.98,Low,25.75,Low engagement and below-average academic performance
S17647,17,Male,Cairo,Computer Science,13,59.46,9.53,77.99,Low,38.67,Low engagement and below-average academic performance
S17649,16,Male,Assiut,Science,14,60.53,5.72,72.25,Low,40.07,Low engagement and below-average academic performance
S17653,15,Female,Cairo,English,15,55.68,10.57,76.99,Low,38.81,Low engagement and below-average academic performance
S17655,22,Male,Alexandria,English,19,60.09,5.04,73.15,Low,44.46,Low engagement and below-average academic performance
S17659,18,Male,Cairo,Math,15,66.78,7.56,71.31,Low,43.8,Low engagement and below-average academic performance
S17660,16,Male,Mansoura,Arabic,13,52.43,8.54,64.14,Low,35.51,Low engagement and below-average academic performance
S17665,15,Male,Mansoura,Arabic,16,66.46,3.36,75.82,Low,44.57,Low engagement and below-average academic performance
S17666,15,Female,Giza,Math,13,42.54,4.82,48.43,Low,31.06,Low engagement and below-average academic performance
S17670,22,Female,Cairo,Computer Science,15,53.19,8.01,78.77,Low,37.69,Low engagement and below-average academic performance
S17673,15,Male,Assiut,Computer Science,12,46.34,5.39,61.93,Low,31.85,Low engagement and below-average academic performance
S17677,18,Male,Cairo,Science,14,33.96,13.31,67.31,Low,28.12,Low engagement and below-average academic performance
S17681,22,Female,Assiut,Arabic,15,64.65,11.21,76.53,Low,42.84,Low engagement and below-average academic performance
S17682,22,Female,Mansoura,Arabic,19,52.8,10.53,76.77,Low,41.18,Low engagement and below-average academic performance
S17685,16,Female,Cairo,Science,13,46.08,10.65,72.17,Low,32.65,Low engagement and below-average academic performance
S17686,15,Female,Mansoura,Computer Science,25,35.82,8.38,70.01,Low,39.04,Low engagement and below-average academic performance
S17688,16,Male,Mansoura,Arabic,21,54.6,10.56,68.89,Low,43.82,Low engagement and below-average academic performance
S17690,16,Male,Assiut,Science,18,26.48,9.43,60.76,Low,28.42,Low engagement and below-average academic performance
S17693,18,Male,Aswan,Computer Science,12,70.3,10.6,65.93,Low,42.64,Low engagement and below-average academic performance
S17695,17,Female,Cairo,Arabic,17,62.87,8.34,75.58,Low,43.87,Low engagement and below-average academic performance
S17697,17,Male,Cairo,Math,18,54.93,8.15,79.0,Low,41.22,Low engagement and below-average academic performance
S17700,18,Male,Assiut,Science,18,28.22,11.19,54.85,Low,29.2,Low engagement and below-average academic performance
S17705,16,Female,Assiut,Computer Science,14,52.54,9.87,65.11,Low,36.48,Low engagement and below-average academic performance
S17707,15,Male,Mansoura,English,12,15.33,12.98,70.45,Low,17.9,Low engagement and below-average academic performance
S17709,16,Female,Aswan,Math,13,64.73,7.49,66.43,Low,41.05,Low engagement and below-average academic performance
S17717,21,Male,Cairo,Arabic,18,60.63,2.6,56.26,Low,43.78,Low engagement and below-average academic performance
S17718,20,Female,Cairo,English,14,68.89,5.1,64.76,Low,43.83,Low engagement and below-average academic performance
S17720,19,Female,Assiut,Math,14,42.05,10.69,66.49,Low,31.76,Low engagement and below-average academic performance
S17724,19,Female,Assiut,Science,17,44.49,6.32,72.47,Low,35.6,Low engagement and below-average academic performance
S17725,18,Male,Cairo,English,23,50.76,6.65,74.21,Low,43.93,Low engagement and below-average academic performance
S17726,18,Male,Alexandria,Computer Science,14,61.36,6.96,76.55,Low,40.45,Low engagement and below-average academic performance
S17730,22,Female,Cairo,Math,7,68.73,8.49,71.6,Low,37.35,Low engagement and below-average academic performance
S17732,19,Female,Aswan,English,12,16.67,5.82,39.19,Low,18.5,Low engagement and below-average academic performance
S17733,15,Female,Cairo,Math,12,74.54,7.32,78.01,Low,44.54,Low engagement and below-average academic performance
S17743,18,Female,Alexandria,Arabic,18,49.04,8.95,76.25,Low,38.57,Low engagement and below-average academic performance
S17745,20,Female,Assiut,English,12,46.63,6.76,41.53,Low,31.98,Low engagement and below-average academic performance
S17748,18,Male,Aswan,Arabic,23,48.17,9.76,68.61,Low,42.76,Low engagement and below-average academic performance
S17753,21,Male,Alexandria,Science,15,61.48,9.28,68.24,Low,41.42,Low engagement and below-average academic performance
S17755,16,Female,Giza,Math,19,45.93,9.2,69.84,Low,38.09,Low engagement and below-average academic performance
S17761,19,Female,Giza,Science,14,45.0,12.56,77.0,Low,33.08,Low engagement and below-average academic performance
S17767,22,Female,Cairo,Science,14,67.38,7.59,79.89,Low,43.15,Low engagement and below-average academic performance
S17768,21,Female,Assiut,English,16,46.27,8.26,65.07,Low,35.49,Low engagement and below-average academic performance
S17783,20,Female,Cairo,Arabic,8,47.14,2.56,53.19,Low,28.55,Low engagement and below-average academic performance
S17784,19,Male,Cairo,Science,10,74.45,7.47,66.89,Low,42.67,Low engagement and below-average academic performance
S17785,15,Male,Giza,English,12,72.73,5.31,66.14,Low,43.73,Low engagement and below-average academic performance
S17786,15,Male,Giza,Math,18,54.56,6.82,73.59,Low,41.05,Low engagement and below-average academic performance
S17787,17,Female,Alexandria,Arabic,10,39.25,5.14,48.61,Low,26.83,Low engagement and below-average academic performance
S17795,18,Male,Cairo,Math,17,54.01,9.74,73.01,Low,39.89,Low engagement and below-average academic performance
S17797,20,Male,Aswan,Arabic,13,40.36,13.67,59.95,Low,30.08,Low engagement and below-average academic performance
S17799,20,Male,Giza,Math,18,56.34,6.77,72.14,Low,41.85,Low engagement and below-average academic performance
S17801,16,Female,Assiut,English,16,37.64,8.15,48.66,Low,31.6,Low engagement and below-average academic performance
S17803,15,Female,Cairo,Science,19,55.14,7.58,80.56,Low,42.23,Low engagement and below-average academic performance
S17807,19,Male,Alexandria,Computer Science,21,54.98,13.97,80.13,Low,43.99,Low engagement and below-average academic performance
S17811,22,Male,Assiut,Computer Science,16,57.78,11.12,74.15,Low,40.67,Low engagement and below-average academic performance
S17813,15,Male,Assiut,Math,19,43.25,12.89,75.54,Low,36.88,Low engagement and below-average academic performance
S17814,16,Female,Giza,Science,19,49.25,8.25,78.86,Low,39.58,Low engagement and below-average academic performance
S17815,21,Female,Alexandria,Science,12,59.44,6.44,49.01,Low,37.75,Low engagement and below-average academic performance
S17822,15,Female,Mansoura,English,16,47.94,5.67,64.11,Low,36.24,Low engagement and below-average academic performance
S17825,19,Female,Mansoura,Computer Science,20,54.57,12.89,76.62,Low,42.89,Low engagement and below-average academic performance
S17832,16,Female,Cairo,English,20,37.52,8.76,69.79,Low,35.22,Low engagement and below-average academic performance
S17834,15,Male,Cairo,Math,18,60.34,10.4,80.28,Low,43.65,Low engagement and below-average academic performance
S17839,17,Male,Assiut,English,16,64.44,2.45,72.6,Low,43.66,Low engagement and below-average academic performance
S17841,17,Female,Alexandria,English,14,47.83,13.27,67.43,Low,34.36,Low engagement and below-average academic performance
S17843,22,Male,Alexandria,Science,10,54.13,8.07,63.65,Low,33.53,Low engagement and below-average academic performance
S17847,21,Female,Giza,Arabic,14,53.4,9.78,79.43,Low,36.86,Low engagement and below-average academic performance
S17849,19,Male,Mansoura,Math,19,53.98,5.49,68.8,Low,41.71,Low engagement and below-average academic performance
S17866,20,Female,Alexandria,Science,14,26.5,10.77,76.42,Low,24.76,Low engagement and below-average academic performance
S17869,16,Male,Giza,Math,11,15.09,3.24,41.66,Low,16.87,Low engagement and below-average academic performance
S17871,15,Female,Alexandria,Computer Science,21,56.85,2.1,61.29,Low,44.83,Low engagement and below-average academic performance
S17872,19,Male,Mansoura,Arabic,16,64.79,2.41,63.37,Low,43.82,Low engagement and below-average academic performance
S17879,16,Female,Cairo,Computer Science,15,55.85,5.16,68.5,Low,38.88,Low engagement and below-average academic performance
S17881,20,Male,Giza,Math,19,54.76,10.25,67.26,Low,42.06,Low engagement and below-average academic performance
S17883,15,Female,Aswan,English,15,63.05,7.88,76.31,Low,42.12,Low engagement and below-average academic performance
S17884,15,Female,Alexandria,Science,17,50.1,9.97,75.6,Low,38.13,Low engagement and below-average academic performance
S17889,16,Male,Giza,Math,22,52.64,10.6,79.15,Low,43.85,Low engagement and below-average academic performance
S17893,20,Male,Cairo,Math,9,74.75,2.82,64.9,Low,41.89,Low engagement and below-average academic performance
S17894,15,Female,Cairo,Arabic,12,73.11,6.22,62.07,Low,43.9,Low engagement and below-average academic performance
S17896,18,Male,Alexandria,English,19,36.37,6.71,73.87,Low,33.78,Low engagement and below-average academic performance
S17900,21,Female,Alexandria,Science,16,43.5,7.56,69.51,Low,34.24,Low engagement and below-average academic performance
S17901,17,Female,Alexandria,English,22,52.29,8.21,72.11,Low,43.7,Low engagement and below-average academic performance
S17904,18,Male,Giza,English,17,55.82,10.06,73.32,Low,40.7,Low engagement and below-average academic performance
S17906,18,Female,Assiut,English,18,62.84,10.98,76.64,Low,44.78,Low engagement and below-average academic performance
S17911,18,Male,Assiut,Science,9,44.62,9.46,74.77,Low,28.33,Low engagement and below-average academic performance
S17919,20,Male,Aswan,Computer Science,18,37.98,8.86,67.75,Low,33.59,Low engagement and below-average academic performance
S17924,18,Female,Giza,Science,22,51.76,9.33,66.72,Low,43.46,Low engagement and below-average academic performance
S17926,20,Male,Alexandria,Science,17,58.38,6.21,79.22,Low,41.85,Low engagement and below-average academic performance
S17935,18,Female,Alexandria,Science,16,60.93,6.5,73.3,Low,42.09,Low engagement and below-average academic performance
S17953,16,Female,Aswan,English,14,70.77,13.76,76.71,Low,44.68,Low engagement and below-average academic performance
S17955,16,Female,Cairo,Math,15,56.87,8.96,55.62,Low,39.34,Low engagement and below-average academic performance
S17956,15,Male,Cairo,English,15,55.5,7.43,63.48,Low,38.72,Low engagement and below-average academic performance
S17964,21,Male,Mansoura,Science,15,66.85,5.89,76.21,Low,43.83,Low engagement and below-average academic performance
S17971,16,Male,Giza,Computer Science,16,49.7,12.75,77.46,Low,37.03,Low engagement and below-average academic performance
S17976,15,Male,Mansoura,Math,14,60.9,9.08,70.69,Low,40.24,Low engagement and below-average academic performance
S17979,16,Female,Giza,Arabic,18,61.24,9.23,64.26,Low,44.06,Low engagement and below-average academic performance
S17982,18,Male,Giza,English,9,49.84,4.48,72.99,Low,30.68,Low engagement and below-average academic performance
S17984,17,Female,Giza,Computer Science,19,46.94,12.91,76.68,Low,38.54,Low engagement and below-average academic performance
S17990,15,Female,Aswan,English,19,58.6,4.32,61.8,Low,43.79,Low engagement and below-average academic performance
S17995,17,Female,Assiut,English,17,60.98,7.2,56.06,Low,43.02,Low engagement and below-average academic performance
S17998,19,Male,Cairo,Computer Science,16,51.36,7.57,74.45,Low,37.78,Low engagement and below-average academic performance
S18006,17,Female,Mansoura,Arabic,13,39.7,7.87,47.48,Low,29.78,Low engagement and below-average academic performance
S18007,17,Female,Giza,English,13,64.3,7.41,76.74,Low,40.85,Low engagement and below-average academic performance
S18009,19,Male,Alexandria,Computer Science,17,56.21,9.09,69.05,Low,40.88,Low engagement and below-average academic performance
S18014,22,Female,Alexandria,Science,22,42.08,6.12,73.29,Low,39.1,Low engagement and below-average academic performance
S18016,22,Male,Aswan,Math,18,49.48,10.23,76.09,Low,38.77,Low engagement and below-average academic performance
S18018,19,Male,Cairo,Math,22,54.23,8.38,79.51,Low,44.57,Low engagement and below-average academic performance
S18019,17,Male,Assiut,Science,11,73.73,10.0,68.33,Low,43.26,Low engagement and below-average academic performance
S18025,19,Female,Mansoura,Computer Science,18,57.65,8.5,78.84,Low,42.44,Low engagement and below-average academic performance
S18026,21,Male,Cairo,Arabic,19,41.33,12.62,66.05,Low,36.02,Low engagement and below-average academic performance
S18034,20,Male,Aswan,Computer Science,18,32.82,12.07,71.55,Low,31.27,Low engagement and below-average academic performance
S18035,19,Female,Aswan,Math,20,51.05,5.29,66.46,Low,41.31,Low engagement and below-average academic performance
S18037,16,Male,Aswan,Computer Science,18,25.26,7.82,76.28,Low,27.87,Low engagement and below-average academic performance
S18039,20,Male,Alexandria,Science,21,49.19,9.04,69.97,Low,41.39,Low engagement and below-average academic performance
S18046,20,Male,Cairo,Arabic,14,56.34,5.39,76.12,Low,38.19,Low engagement and below-average academic performance
S18049,17,Male,Aswan,Arabic,14,71.04,9.32,74.09,Low,44.8,Low engagement and below-average academic performance
S18050,15,Male,Cairo,Computer Science,16,56.16,8.25,76.97,Low,39.94,Low engagement and below-average academic performance
S18051,20,Female,Cairo,Math,23,34.18,7.63,63.28,Low,36.46,Low engagement and below-average academic performance
S18054,22,Male,Giza,English,15,50.54,5.33,71.13,Low,36.49,Low engagement and below-average academic performance
S18055,15,Female,Assiut,Computer Science,13,39.22,8.25,71.55,Low,29.57,Low engagement and below-average academic performance
S18058,18,Female,Giza,Computer Science,21,24.69,6.27,55.08,Low,30.36,Low engagement and below-average academic performance
S18061,16,Female,Assiut,Computer Science,17,59.5,8.91,67.46,Low,42.36,Low engagement and below-average academic performance
S18065,17,Female,Giza,Arabic,24,44.91,12.82,65.85,Low,42.21,Low engagement and below-average academic performance
S18067,15,Female,Giza,Computer Science,22,33.97,7.33,57.43,Low,35.45,Low engagement and below-average academic performance
S18068,18,Male,Aswan,Science,19,56.02,1.07,64.28,Low,42.63,Low engagement and below-average academic performance
S18073,22,Male,Alexandria,Math,16,32.65,3.42,69.35,Low,29.36,Low engagement and below-average academic performance
S18074,21,Male,Aswan,Computer Science,14,15.0,13.79,50.79,Low,19.58,Low engagement and below-average academic performance
S18075,20,Female,Cairo,English,19,53.33,10.57,78.51,Low,41.42,Low engagement and below-average academic performance
S18078,15,Female,Alexandria,Math,11,25.37,10.9,74.78,Low,21.5,Low engagement and below-average academic performance
S18079,17,Female,Assiut,Arabic,17,63.96,9.68,80.33,Low,44.37,Low engagement and below-average academic performance
S18084,20,Female,Assiut,Computer Science,16,58.13,12.36,76.66,Low,40.83,Low engagement and below-average academic performance
S18090,17,Female,Aswan,Science,13,69.2,7.32,70.63,Low,43.06,Low engagement and below-average academic performance
S18096,20,Female,Giza,Science,20,37.45,5.83,75.88,Low,35.19,Low engagement and below-average academic performance
S18101,17,Female,Assiut,Arabic,20,59.05,10.56,74.57,Low,44.91,Low engagement and below-average academic performance
S18104,17,Male,Giza,Arabic,19,47.12,9.31,66.21,Low,38.62,Low engagement and below-average academic performance
S18108,22,Male,Assiut,Science,22,38.9,6.59,62.03,Low,37.67,Low engagement and below-average academic performance
S18111,17,Female,Assiut,Computer Science,14,42.74,6.87,51.53,Low,32.07,Low engagement and below-average academic performance
S18119,21,Female,Alexandria,Math,12,68.04,13.69,68.34,Low,41.62,Low engagement and below-average academic performance
S18128,16,Male,Giza,Math,15,39.25,7.63,50.02,Low,31.41,Low engagement and below-average academic performance
S18129,18,Female,Alexandria,English,17,57.64,7.61,77.01,Low,41.52,Low engagement and below-average academic performance
S18134,16,Female,Aswan,Math,17,44.95,11.04,74.66,Low,35.81,Low engagement and below-average academic performance
S18135,18,Female,Cairo,Math,14,36.31,11.84,76.96,Low,29.17,Low engagement and below-average academic performance
S18136,21,Male,Giza,Arabic,19,60.36,7.91,67.45,Low,44.58,Low engagement and below-average academic performance
S18151,19,Male,Cairo,Science,16,42.25,3.05,54.61,Low,33.68,Low engagement and below-average academic performance
S18157,17,Male,Alexandria,Arabic,21,50.45,5.46,68.64,Low,41.95,Low engagement and below-average academic performance
S18160,21,Female,Assiut,Arabic,11,74.84,5.86,80.39,Low,43.76,Low engagement and below-average academic performance
S18163,21,Male,Assiut,Arabic,11,62.14,6.11,54.29,Low,38.05,Low engagement and below-average academic performance
S18167,16,Male,Mansoura,Arabic,15,54.27,6.7,72.28,Low,38.17,Low engagement and below-average academic performance
S18173,16,Male,Aswan,Computer Science,14,43.17,2.08,58.85,Low,32.26,Low engagement and below-average academic performance
S18175,17,Male,Mansoura,Computer Science,19,44.82,8.42,68.2,Low,37.59,Low engagement and below-average academic performance
S18180,22,Female,Assiut,Math,23,49.05,4.74,68.85,Low,43.16,Low engagement and below-average academic performance
S18186,16,Female,Alexandria,Science,14,52.78,10.22,74.16,Low,36.58,Low engagement and below-average academic performance
S18187,21,Male,Alexandria,Math,19,46.76,10.41,68.03,Low,38.46,Low engagement and below-average academic performance
S18188,16,Female,Mansoura,English,18,53.25,5.47,66.87,Low,40.46,Low engagement and below-average academic performance
S18192,16,Male,Alexandria,Computer Science,22,28.71,9.52,75.28,Low,33.09,Low engagement and below-average academic performance
S18193,16,Male,Cairo,Math,24,37.51,6.69,65.04,Low,38.88,Low engagement and below-average academic performance
S18198,22,Male,Cairo,Math,16,44.26,5.11,61.32,Low,34.58,Low engagement and below-average academic performance
S18204,16,Male,Giza,English,17,26.57,9.26,67.62,Low,27.54,Low engagement and below-average academic performance
S18206,19,Female,Alexandria,Math,20,34.04,8.29,62.23,Low,33.65,Low engagement and below-average academic performance
S18208,19,Male,Mansoura,English,15,17.24,8.1,62.21,Low,21.51,Low engagement and below-average academic performance
S18212,20,Male,Assiut,English,13,70.06,9.72,79.48,Low,43.44,Low engagement and below-average academic performance
S18216,18,Female,Giza,Math,20,45.74,9.77,79.15,Low,38.92,Low engagement and below-average academic performance
S18217,21,Female,Mansoura,Math,15,50.8,4.99,41.39,Low,36.61,Low engagement and below-average academic performance
S18220,16,Female,Alexandria,Arabic,17,31.19,8.93,77.77,Low,29.62,Low engagement and below-average academic performance
S18224,18,Female,Mansoura,Math,11,47.2,7.93,70.84,Low,31.32,Low engagement and below-average academic performance
S18225,15,Male,Aswan,English,15,65.19,8.47,64.99,Low,43.09,Low engagement and below-average academic performance
S18228,15,Female,Aswan,Arabic,17,50.39,7.22,74.79,Low,38.26,Low engagement and below-average academic performance
S18231,21,Female,Alexandria,English,12,70.08,10.35,68.89,Low,42.54,Low engagement and below-average academic performance
S18236,15,Male,Cairo,Arabic,13,66.13,3.25,77.05,Low,41.68,Low engagement and below-average academic performance
S18237,20,Male,Mansoura,Arabic,16,64.98,5.46,70.58,Low,43.91,Low engagement and below-average academic performance
S18241,16,Male,Assiut,Science,14,53.93,7.56,68.51,Low,37.1,Low engagement and below-average academic performance
S18242,16,Male,Alexandria,English,15,51.8,3.76,56.45,Low,37.06,Low engagement and below-average academic performance
S18243,21,Female,Mansoura,Arabic,16,64.39,5.22,67.65,Low,43.64,Low engagement and below-average academic performance
S18247,20,Male,Alexandria,Science,13,50.05,7.87,63.13,Low,34.44,Low engagement and below-average academic performance
S18252,17,Male,Cairo,Arabic,16,49.35,6.96,64.6,Low,36.87,Low engagement and below-average academic performance
S18257,15,Female,Assiut,Science,20,44.82,15.29,68.46,Low,38.5,Low engagement and below-average academic performance
S18258,21,Female,Aswan,Math,11,61.02,6.5,62.54,Low,37.54,Low engagement and below-average academic performance
S18259,16,Female,Mansoura,Computer Science,19,57.59,3.76,55.62,Low,43.33,Low engagement and below-average academic performance
S18263,22,Female,Mansoura,Science,12,54.97,8.24,75.77,Low,35.74,Low engagement and below-average academic performance
S18264,19,Male,Mansoura,Computer Science,18,42.01,9.31,66.78,Low,35.4,Low engagement and below-average academic performance
S18265,16,Female,Mansoura,Science,13,47.56,7.0,70.56,Low,33.32,Low engagement and below-average academic performance
S18271,20,Female,Giza,Math,20,57.45,12.46,71.87,Low,44.19,Low engagement and below-average academic performance
S18272,17,Male,Giza,English,15,69.15,11.34,73.66,Low,44.87,Low engagement and below-average academic performance
S18273,19,Female,Assiut,Computer Science,13,39.24,7.52,64.16,Low,29.57,Low engagement and below-average academic performance
S18279,15,Male,Aswan,Computer Science,16,53.81,8.82,71.81,Low,38.88,Low engagement and below-average academic performance
S18280,18,Female,Mansoura,English,17,48.52,11.12,73.58,Low,37.42,Low engagement and below-average academic performance
S18284,21,Male,Alexandria,Math,19,17.37,9.62,57.9,Low,25.23,Low engagement and below-average academic performance
S18288,17,Male,Mansoura,English,13,50.94,6.5,71.67,Low,34.84,Low engagement and below-average academic performance
S18292,20,Male,Mansoura,Computer Science,14,29.36,10.11,61.63,Low,26.05,Low engagement and below-average academic performance
S18295,21,Female,Cairo,Arabic,15,44.33,11.09,73.33,Low,33.7,Low engagement and below-average academic performance
S18297,17,Female,Cairo,English,11,69.84,8.73,69.29,Low,41.51,Low engagement and below-average academic performance
S18299,21,Female,Cairo,Computer Science,17,62.6,9.3,74.41,Low,43.75,Low engagement and below-average academic performance
S18311,16,Female,Assiut,English,19,50.52,8.73,61.61,Low,40.15,Low engagement and below-average academic performance
S18312,18,Male,Mansoura,Science,15,60.79,8.12,58.76,Low,41.11,Low engagement and below-average academic performance
S18317,22,Female,Assiut,English,12,69.55,15.52,74.17,Low,42.3,Low engagement and below-average academic performance
S18323,19,Male,Aswan,Science,19,39.72,5.84,70.35,Low,35.29,Low engagement and below-average academic performance
S18326,20,Male,Giza,Arabic,14,40.58,11.85,76.45,Low,31.09,Low engagement and below-average academic performance
S18327,21,Male,Assiut,Math,19,44.71,6.07,61.19,Low,37.54,Low engagement and below-average academic performance
S18328,19,Male,Giza,Science,17,54.29,10.41,73.91,Low,40.01,Low engagement and below-average academic performance
S18331,18,Female,Alexandria,Computer Science,16,54.5,12.69,80.52,Low,39.19,Low engagement and below-average academic performance
S18334,16,Male,Alexandria,English,18,52.72,9.75,75.48,Low,40.22,Low engagement and below-average academic performance
S18341,15,Female,Aswan,Computer Science,21,38.05,1.0,62.99,Low,36.37,Low engagement and below-average academic performance
S18343,21,Female,Mansoura,English,16,58.29,9.15,55.0,Low,40.9,Low engagement and below-average academic performance
S18345,18,Female,Alexandria,Computer Science,16,58.75,9.99,57.39,Low,41.1,Low engagement and below-average academic performance
S18347,16,Female,Giza,English,12,57.37,3.33,78.66,Low,36.82,Low engagement and below-average academic performance
S18358,21,Male,Giza,Science,14,64.11,4.29,78.36,Low,41.68,Low engagement and below-average academic performance
S18364,20,Female,Giza,Math,7,41.75,13.18,71.08,Low,25.2,Low engagement and below-average academic performance
S18372,16,Male,Giza,English,24,40.0,7.25,61.16,Low,40.0,Low engagement and below-average academic performance
S18374,18,Male,Alexandria,Science,14,54.96,7.72,69.32,Low,37.57,Low engagement and below-average academic performance
S18376,15,Male,Mansoura,Math,10,70.12,4.19,52.26,Low,40.72,Low engagement and below-average academic performance
S18377,18,Female,Aswan,English,19,58.21,7.23,74.01,Low,43.61,Low engagement and below-average academic performance
S18378,17,Male,Alexandria,Computer Science,17,63.59,7.38,74.27,Low,44.2,Low engagement and below-average academic performance
S18382,17,Female,Cairo,English,12,67.3,7.76,66.63,Low,41.28,Low engagement and below-average academic performance
S18384,15,Female,Aswan,Math,15,55.1,6.16,59.98,Low,38.54,Low engagement and below-average academic performance
S18387,21,Male,Mansoura,Computer Science,7,71.54,8.98,69.91,Low,38.61,Low engagement and below-average academic performance
S18389,16,Male,Alexandria,English,15,55.63,6.2,69.83,Low,38.78,Low engagement and below-average academic performance
S18392,22,Female,Giza,English,18,58.41,7.09,73.28,Low,42.78,Low engagement and below-average academic performance
S18393,17,Female,Giza,Arabic,22,35.76,6.54,78.6,Low,36.26,Low engagement and below-average academic performance
S18398,19,Female,Mansoura,Math,17,62.59,8.38,70.7,Low,43.75,Low engagement and below-average academic performance
S18406,20,Female,Alexandria,Math,11,46.21,12.82,72.45,Low,30.88,Low engagement and below-average academic performance
S18408,17,Female,Mansoura,Math,17,51.18,7.89,64.21,Low,38.61,Low engagement and below-average academic performance
S18410,21,Female,Giza,English,21,34.83,10.88,71.84,Low,34.92,Low engagement and below-average academic performance
S18418,20,Female,Giza,Arabic,17,26.24,9.37,75.36,Low,27.39,Low engagement and below-average academic performance
S18419,19,Female,Cairo,English,23,46.17,8.57,55.11,Low,41.86,Low engagement and below-average academic performance
S18420,20,Male,Giza,Math,15,52.88,9.82,70.95,Low,37.55,Low engagement and below-average academic performance
S18426,17,Female,Aswan,Math,12,26.88,10.63,78.77,Low,23.1,Low engagement and below-average academic performance
S18428,18,Female,Assiut,Computer Science,19,51.38,6.07,76.6,Low,40.54,Low engagement and below-average academic performance
S18429,22,Female,Giza,Math,19,57.68,10.63,76.45,Low,43.37,Low engagement and below-average academic performance
S18431,16,Male,Mansoura,Science,15,69.24,9.79,70.07,Low,44.91,Low engagement and below-average academic performance
S18433,20,Male,Alexandria,Computer Science,14,40.82,8.93,63.42,Low,31.2,Low engagement and below-average academic performance
S18434,21,Male,Giza,Math,13,57.11,9.09,62.28,Low,37.62,Low engagement and below-average academic performance
S18445,19,Female,Aswan,Science,14,67.19,10.9,76.01,Low,43.07,Low engagement and below-average academic performance
S18446,15,Female,Alexandria,Arabic,16,47.97,13.65,78.05,Low,36.25,Low engagement and below-average academic performance
S18450,19,Female,Alexandria,Science,13,64.77,8.11,69.56,Low,41.06,Low engagement and below-average academic performance
S18453,19,Male,Mansoura,Arabic,15,47.79,9.55,67.39,Low,35.26,Low engagement and below-average academic performance
S18455,22,Female,Alexandria,English,20,31.72,10.5,69.14,Low,32.61,Low engagement and below-average academic performance
S18459,19,Female,Aswan,Math,16,63.39,8.69,73.49,Low,43.19,Low engagement and below-average academic performance
S18463,18,Male,Cairo,Computer Science,11,75.12,14.52,78.03,Low,43.89,Low engagement and below-average academic performance
S18465,18,Male,Aswan,Science,14,59.78,9.82,78.84,Low,39.73,Low engagement and below-average academic performance
S18468,15,Male,Giza,Arabic,19,57.75,8.61,75.93,Low,43.4,Low engagement and below-average academic performance
S18476,21,Male,Alexandria,Math,15,53.55,10.39,74.86,Low,37.85,Low engagement and below-average academic performance
S18477,15,Female,Mansoura,English,16,12.28,7.09,61.84,Low,20.19,Low engagement and below-average academic performance
S18479,22,Male,Mansoura,English,16,44.2,9.9,67.86,Low,34.56,Low engagement and below-average academic performance
